,RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2A,Q2B,Q2C,Q3A,Q3B,Q3C,Q3PARK,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q6,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q7H,Q7I,Q7J,Q7K,Q7L,Q7M,Q7N,Q7O,Q8A,Q8B,Q8C,Q8D,Q8E,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9COM1,Q9COM2,Q9COM3,Q10,Q10COM1,Q10COM2,Q10COM3,Q11,Q12,Q12COM1,Q12COM2,Q12COM3,Q13A,Q13B,Q14A,Q14B,Q15,Q15A,Q15B,Q15C,Q16,Q17,Q18CITY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19,Q20,Q21,Q22,Q23A,Q23B,LANG,WEIGHT
542,550,475,282,15,MON,25,B,2,1,1,2,SOUTHWEST,BURBANK,3172,25,8,1,1,11:30 AM,13:00:00,90,3,,,2,,,,1,1,1,0,3,1,4,5,5,5,4,4,5,4,4,3,4,5,6,6,6,5,12,,,,,4,6,6,4,4,4,0,,,5,0,,,1,5,1,,,6,5,5,5,2,,,,10,1,BELMONT,CA,94002.0,US,2,7,2,1,2,1,2,1,1.1156485207100593
543,551,539,234,13,SAT,92,G,1,3,1,1,AIR CANADA,CALGARY,8578,3,9,4,2,8:00:00,10:30:00,150,2,,,3,,,,2,2,2,2,1,1,1,6,2,1,3,3,4,6,6,6,6,6,6,6,6,3,14,,,,,5,6,6,4,4,4,1,,,3,11,,,4,,,,,11,6,6,6,0,,,,7,3,CALGARY,AB,,CANADA,13,4,1,0,2,2,2,1,0.2847177142857143
544,552,540,234,13,SAT,92,G,1,3,1,1,AIR CANADA,CALGARY,8578,3,9,4,2,8:00:00,10:30:00,150,0,,,3,,,,2,1,1,1,1,1,1,3,3,4,4,5,3,6,6,6,6,6,6,6,6,3,14,,,,,5,6,6,5,5,5,0,,,5,1,,,4,,,,,11,6,6,6,0,,,,9,3,CALGARY,AB,,CANADA,13,5,2,2,2,2,2,1,0.2847177142857143
545,553,541,234,13,SAT,92,G,1,3,1,1,AIR CANADA,CALGARY,8578,3,9,4,2,8:00:00,10:30:00,150,3,,,3,,,,2,1,1,2,1,1,1,4,4,4,4,4,4,6,6,4,6,6,6,6,6,4,1,102.0,106.0,103.0,,3,6,6,3,3,3,0,,,3,11,,,4,,,,,11,6,6,6,0,,,,6,3,CALGARY,AB,,CANADA,13,2,2,2,2,2,2,1,0.2847177142857143
546,554,542,234,13,SAT,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:30 AM,10:30:00,120,3,,,3,,,,2,2,1,1,1,2,1,4,5,4,3,4,5,6,4,5,5,5,6,6,6,5,2,,,,,5,5,5,5,5,5,1,,,5,1,3.0,,3,,,,,11,5,5,5,2,,,,10,3,PERTH,,,AUSTRALIA,19,2,2,1,3,2,2,1,0.2847177142857143
547,555,543,234,13,SAT,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:45 AM,10:30:00,105,1,,,2,,,,1,2,2,1,2,2,1,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,202,,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,5,0,5,5,2,,,,9,3,VANCOUVER,BC,,CANADA,13,2,2,2,2,2,2,1,0.2847177142857143
548,556,544,234,13,SAT,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:00:00,10:30:00,150,6,,,7,,,,1,2,1,2,2,1,3,3,6,3,3,3,3,6,6,6,3,6,3,6,4,3,0,,,,,3,3,4,6,3,3,0,,,3,0,,,2,,,,,0,4,4,5,2,,,,5,3,,AB,,CANADA,13,6,1,3,2,2,2,1,0.2847177142857143
549,557,545,234,13,SAT,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,7:00:00,10:30:00,210,2,,,3,,,,1,2,2,1,2,1,1,3,3,3,2,3,2,2,2,2,6,6,6,6,6,3,11,63.0,,,,4,6,6,3,2,3,0,,,3,17,,,4,,,,,11,6,3,3,1,1.0,,,6,3,CALGARY,AB,,CANADA,13,3,1,1,3,2,2,1,0.2847177142857143
550,558,546,234,13,SAT,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,7:00:00,10:30:00,210,0,,,8,,,,1,1,1,0,0,2,0,6,5,5,5,5,6,6,6,6,6,6,6,6,6,5,0,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,,,,0,0,0,0,0,,,,11,0,,,,,99,8,4,0,4,4,4,1,0.2847177142857143
551,559,547,234,13,SAT,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:00:00,10:30:00,150,2,,,3,,,,2,2,1,1,1,2,1,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,5,6,6,4,4,4,0,,,4,0,,,2,,,,,11,4,6,6,2,,,,8,3,VANCOUVER,BC,,CANADA,13,3,2,2,3,3,3,1,0.2847177142857143
552,560,548,234,13,SAT,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:30 AM,10:30:00,120,1,,,3,,,,1,0,0,0,3,1,4,3,1,3,3,3,3,3,3,3,6,6,6,6,6,6,1,,,,,4,4,4,4,4,4,0,,,4,0,,,1,2,0,,,11,4,3,3,2,,,,6,3,SANTA BARBARA,CA,,US,10,5,1,3,3,2,2,1,0.2847177142857143
553,561,549,234,13,SAT,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:00:00,10:30:00,150,2,,,3,,,,2,1,2,1,2,1,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,4,0,,,,,5,5,5,5,5,5,0,,,5,16,,,4,,,,,11,6,5,6,2,,,,10,3,SANTA BARBARA,CA,93103.0,US,10,2,1,1,2,2,2,1,0.2847177142857143
554,562,550,234,13,SAT,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,7:40 AM,10:30:00,170,2,,,2,,,,1,1,1,2,3,1,4,5,3,3,4,5,5,6,6,6,3,3,4,6,6,4,105,102.0,,,,5,5,5,5,5,5,0,,,4,0,,,3,,,,,5,0,5,5,2,,,,8,1,SAN FRANCISCO,CA,,US,1,3,2,2,3,2,2,1,0.2847177142857143
555,563,551,234,13,SAT,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:30 AM,10:30:00,120,1,,,9,,,,1,1,1,1,2,1,3,3,3,3,5,4,4,6,6,5,5,6,5,6,4,4,0,,,,,4,4,3,4,3,4,0,,,4,3,,,2,,,,,1,3,5,5,2,,,,9,3,CALGARY,AB,,CANADA,13,3,2,3,2,2,2,1,0.2847177142857143
556,564,552,234,13,SAT,92,G,1,3,1,2,AIR CANADA,CALGARY,8578,3,9,4,2,8:00:00,10:30:00,150,1,,,3,,,,2,1,3,1,2,1,1,3,2,3,2,3,2,2,2,3,6,6,6,6,6,2,0,,,,,3,6,6,0,3,0,0,,,4,0,,,3,,,,,11,6,2,6,3,,,,7,3,CALGARY,AB,,CANADA,13,6,1,2,3,1,2,1,0.2847177142857143
557,565,251,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,10:30 AM,14:55:00,265,2,,,3,,,,2,1,1,2,4,1,1,3,3,3,5,5,5,6,6,6,5,3,5,6,6,4,0,,,,,5,5,6,3,4,4,0,,,3,0,,,1,1,14,15.0,,11,5,5,1,2,,,,7,3,NEW ORLEANS,LA,70112.0,US,11,2,1,3,2,2,1,1,1.1156485207100593
558,566,250,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,13:00:00,14:55:00,115,0,,,5,,,,1,1,1,1,2,1,4,0,4,4,4,4,4,0,4,4,6,6,6,6,6,4,1,,,,,5,0,0,5,5,5,0,,,5,0,,,1,5,1,,,5,5,5,5,2,,,,9,3,LITTLE ROCK,AR,72212.0,US,11,6,2,4,2,2,2,1,1.1156485207100593
559,567,249,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,12:00:00,14:55:00,175,2,,,5,,,,1,2,1,2,1,2,1,3,2,2,3,6,3,0,0,0,3,6,6,6,6,3,0,,,,,3,0,0,0,3,0,0,,,5,0,,,1,5,0,,,5,4,5,5,2,,,,6,3,,,,,99,6,2,3,2,2,2,1,1.1156485207100593
560,568,248,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,12:30 PM,14:55:00,145,1,,,9,,,,2,1,1,1,2,1,2,4,3,3,4,4,4,4,4,4,4,6,4,6,6,4,15,,,,,5,5,4,4,5,5,1,,,4,6,,,1,5,1,,,5,5,4,5,2,,,,9,3,WIMBERLEY,TX,78676.0,US,11,6,1,2,2,2,2,1,1.1156485207100593
561,569,247,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,12:30 PM,14:55:00,145,2,,,5,,,,2,2,1,1,1,2,1,4,3,3,4,4,4,4,4,5,5,6,6,6,6,4,102,22.0,992.0,,,3,6,6,3,3,3,8,,,3,17,,,1,5,0,,,5,3,5,5,2,,,,8,3,SAN ANTONIO,TX,78216.0,US,11,3,2,1,2,2,2,1,1.1156485207100593
562,570,246,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,1:15 PM,14:55:00,100,2,,,6,,,,1,2,1,1,2,1,4,3,3,3,5,3,5,5,5,5,6,6,5,6,6,4,0,,,,,5,5,6,5,5,5,0,,,4,0,,,1,5,2,,,5,5,5,5,2,,,,8,3,AUSTIN,TX,78717.0,US,11,6,2,0,2,1,2,1,1.1156485207100593
563,571,245,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,12:00:00,14:55:00,175,2,,,9,,,,1,1,1,1,1,1,3,3,2,3,3,3,3,3,3,4,2,6,4,6,4,4,102,104.0,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,4,3,3,3,2,,,,7,3,PHOENIX,AZ,85029.0,US,10,4,1,3,2,2,2,1,1.1156485207100593
564,572,244,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,14:00:00,14:55:00,55,5,,,3,,,,1,0,1,0,1,1,2,6,2,3,3,4,4,6,6,6,6,6,6,6,6,4,0,,,,,4,6,6,3,4,4,0,,,5,0,,,1,5,0,,,11,5,5,5,1,1.0,,,7,3,HOUSTON,TX,77027.0,US,11,3,1,2,2,1,4,1,1.1156485207100593
565,573,243,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,1:45 PM,14:55:00,70,2,,,5,,,,1,2,1,1,1,2,1,3,4,4,5,5,4,6,6,4,5,6,6,6,6,4,0,,,,,5,6,6,5,6,5,0,,,5,2,,,2,,,,,5,5,5,5,2,,,,10,3,SAN ANTONIO,TX,78247.0,US,11,4,1,3,2,2,2,1,1.1156485207100593
566,574,242,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,1:15 PM,14:55:00,100,2,,,9,,,,1,0,0,0,1,1,2,0,0,0,5,5,5,0,0,0,0,0,5,0,5,5,0,,,,,5,5,5,0,5,5,0,,,5,0,,,2,,,,,5,5,5,0,2,,,,10,3,WEST BEND,WI,53090.0,US,11,5,2,3,2,2,2,1,1.1156485207100593
567,575,241,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,1:15 PM,14:55:00,100,1,,,9,,,,1,1,2,2,1,1,2,4,5,5,5,5,5,5,5,6,4,6,4,6,4,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,5,3,5,4,1,44.0,45.0,,8,3,MILWAUKEE,WI,,US,11,3,2,3,3,2,2,1,1.1156485207100593
568,576,240,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,13:00:00,14:55:00,115,5,,,2,,,,2,1,2,1,5,1,2,2,2,2,5,5,5,4,4,5,5,6,6,6,6,4,24,,,,,5,6,6,6,5,5,0,,,5,0,,,1,5,0,,,4,3,4,5,2,,,,7,3,PHOENIX,AZ,85016.0,US,10,4,2,4,3,2,1,1,1.1156485207100593
569,577,239,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,1:30 PM,14:55:00,85,3,,,13,,,,1,2,2,1,3,1,4,4,3,3,4,4,4,4,4,4,4,4,6,6,6,4,0,,,,,4,6,6,3,3,3,0,,,4,0,,,1,4,0,,,3,3,4,4,2,,,,8,1,NOVATO,CA,94945.0,US,6,6,2,3,2,2,2,1,1.1156485207100593
570,578,238,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,13:00:00,14:55:00,115,2,,,6,,,,2,2,1,2,1,1,4,4,3,3,3,3,3,4,4,3,4,6,3,6,6,4,0,,,,,4,4,6,3,4,4,0,,,4,0,,,1,5,1,,,5,4,3,4,2,,,,9,3,TEMPE,AZ,85284.0,US,10,6,2,2,2,2,2,1,1.1156485207100593
571,579,237,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,13:00:00,14:55:00,115,1,,,5,,,,0,0,1,2,1,2,1,5,4,4,5,6,5,6,6,6,6,6,6,6,6,4,7,,,,,5,5,5,5,5,5,0,,,5,4,,,3,,,,,5,5,5,5,2,,,,10,3,EUCLID,OH,44132.0,US,11,6,2,2,2,2,2,1,1.1156485207100593
572,580,236,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,11:30 AM,14:55:00,205,3,,,9,,,,1,2,1,1,1,2,1,0,3,3,4,4,4,3,3,4,4,4,4,6,4,4,0,,,,,4,4,4,4,4,4,0,,,3,0,,,2,,,,,1,4,4,4,2,,,,9,3,GILBERT,AZ,85295.0,US,10,3,2,2,3,2,2,1,1.1156485207100593
573,581,235,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,12:15 PM,14:55:00,160,2,,,9,,,,1,2,2,1,1,2,1,3,4,6,3,3,3,6,6,4,4,6,4,6,6,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,2,,,,,26,4,4,5,2,,,,9,3,MILWAUKEE,WI,53045.0,US,11,4,1,2,2,1,4,1,1.1156485207100593
574,582,234,119,6,SAT,28,B,2,2,1,2,SOUTHWEST,PHOENIX,5734,25,49,1,4,13:00:00,14:55:00,115,3,,,7,,,,0,0,1,0,2,1,4,3,3,3,4,3,4,4,4,6,4,3,3,3,3,4,0,,,,,5,6,4,4,3,4,0,,,5,16,,,2,,,,,5,5,5,5,2,,,,10,1,SAN FRANCISCO,CA,94107.0,US,1,5,1,2,2,2,2,1,1.1156485207100593
575,583,233,119,6,SAT,28,B,2,2,1,1,SOUTHWEST,PHOENIX,5734,25,49,1,4,13:00:00,14:55:00,115,1,,,4,,,,2,2,1,1,1,1,4,6,3,6,4,5,5,0,6,6,6,6,6,6,6,4,0,,,,,4,6,6,4,4,4,0,,,5,1,,,2,,,,,6,5,5,5,2,,,,10,3,WAUKESHA,WI,53186.0,US,11,4,2,3,2,2,2,1,1.1156485207100593
576,584,383,271,15,MON,11,A,1,1,1,1,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:30 AM,08:59:00,89,2,,,5,,,,0,0,0,1,3,1,3,3,3,3,4,4,4,3,3,4,4,6,6,6,6,4,0,,,,,5,6,6,6,3,4,0,,,4,0,,,2,,,,,5,3,5,5,2,,,,10,1,SAN FRANCISCO,CA,94109.0,US,1,3,2,3,2,2,1,1,0.3778995412844037
577,585,384,271,15,MON,11,A,1,1,1,1,JETBLUE,LAS VEGAS,2288,20,30,1,4,6:00:00,08:59:00,179,3,,,7,,,,2,2,1,1,4,1,2,2,4,4,5,4,4,6,6,4,6,6,6,6,6,4,0,,,,,4,6,6,6,4,4,0,,,5,1,,,1,6,0,,,1,4,4,4,2,,,,10,3,DUBAI,,,UAE,17,6,2,2,3,1,2,1,0.3778995412844037
578,586,385,271,15,MON,11,A,1,1,1,1,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:30 AM,08:59:00,89,2,,,2,,,,2,2,2,1,2,1,4,5,3,3,5,5,5,3,3,5,6,6,6,6,6,4,60,65.0,,,,5,6,6,5,5,5,0,,,4,2,,,2,,,,,5,5,5,5,2,,,,10,1,SAN FRANCISCO,CA,94112.0,US,1,3,2,2,2,2,1,1,0.3778995412844037
579,587,386,271,15,MON,11,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:45 AM,08:59:00,74,2,,,2,,,,2,2,1,1,3,1,4,4,3,3,4,4,4,3,3,3,4,6,6,6,6,4,0,,,,,5,6,6,4,4,4,0,,,4,0,,,1,5,0,,,6,4,5,5,2,,,,10,1,MILLBRAE,CA,94030.0,US,2,6,2,2,2,2,2,1,0.3778995412844037
580,588,387,271,15,MON,11,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:00:00,08:59:00,119,2,,,6,,,,0,0,1,0,2,1,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,0,,,,,5,5,6,4,3,3,0,,,4,0,,,2,,,,,7,5,3,4,2,,,,7,1,MOUNTAIN VIEW,CA,94040.0,US,4,2,2,2,2,1,2,1,0.3778995412844037
581,589,388,271,15,MON,11,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:10 AM,08:59:00,109,2,,,1,,,0,2,2,1,2,2,1,4,4,4,3,3,4,4,6,3,6,2,3,0,4,0,4,0,,,,,5,0,0,4,4,5,0,,,4,0,,,1,4,0,,,9,4,2,3,2,,,,9,1,SONOMA,CA,95746.0,US,7,7,1,2,2,2,2,1,0.3778995412844037
582,590,389,271,15,MON,11,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,6:45 AM,08:59:00,134,6,,,5,,,,1,0,0,0,3,1,2,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,6,,,,,4,4,3,4,3,4,4,,,4,0,,,1,3,18,,,5,3,4,3,2,,,,8,3,HENDERSON,NV,89014.0,US,10,5,2,4,1,2,2,1,0.3778995412844037
583,591,390,271,15,MON,11,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:00:00,08:59:00,119,2,,,5,,,,1,2,2,1,3,1,2,4,6,6,4,4,4,4,4,5,4,6,6,6,6,4,0,,,,,5,6,6,6,4,5,1,,,4,0,,,1,5,1,,,5,4,5,5,2,,,,9,3,,,,GERMANY,15,6,1,0,2,2,2,1,0.3778995412844037
584,592,391,271,15,MON,11,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:50:00,08:59:00,69,2,,,7,,,,0,0,1,0,1,2,1,6,4,6,5,5,4,6,6,3,6,6,6,6,6,4,0,,,,,5,6,6,4,5,4,0,,,5,0,,,1,5,0,,,5,5,5,5,2,,,,8,3,NEW YORK,NY,,US,12,8,2,0,2,2,2,1,0.3778995412844037
585,593,392,271,15,MON,11,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:30 AM,08:59:00,89,2,,,2,,,,2,2,2,2,2,1,4,5,3,3,4,4,4,4,4,5,4,4,4,4,4,5,0,,,,,5,5,5,5,5,5,0,,,5,1,,,2,,,,,5,5,4,4,2,,,,10,1,SAN FRANCISCO,CA,94112.0,US,1,2,2,2,2,2,2,1,0.3778995412844037
586,594,393,271,15,MON,11,A,1,1,1,2,JETBLUE,LAS VEGAS,2288,20,30,1,4,7:30 AM,08:59:00,89,2,,,6,,,,0,1,1,2,1,2,1,3,1,2,4,4,4,3,3,6,6,6,6,6,6,4,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,3,0,,,5,5,4,3,2,,,,9,3,RIO DE JANIERO,,,BRAZIL,14,3,1,4,3,2,2,2,0.3778995412844037
587,595,583,273,15,MON,1,A,1,3,1,1,VOLARIS,GUADALAJARA,887,40,23,4,2,7:00:00,10:41:00,221,2,,,7,,,,1,2,1,1,1,2,1,6,5,3,5,4,5,4,4,5,6,6,6,6,6,4,0,,,,,3,6,6,4,2,3,0,,,5,4,,,2,,,,,5,4,5,5,2,,,,10,3,GUADALAJARA,,,MEXICO,13,4,1,0,3,1,2,1,0.45455492957746474
588,596,584,273,15,MON,1,A,1,3,1,1,VOLARIS,GUADALAJARA,887,40,23,4,2,8:00:00,10:41:00,161,1,,,2,,,,1,1,1,2,4,1,4,4,3,4,5,5,5,6,6,4,5,4,6,4,6,4,201,72.0,,,,5,5,5,5,5,5,0,,,5,3,,,2,,,,,6,5,5,3,2,,,,10,1,SAN MATEO,CA,94402.0,US,2,5,1,3,2,1,2,1,0.45455492957746474
589,597,585,273,15,MON,1,A,1,3,1,1,VOLARIS,GUADALAJARA,887,40,23,4,2,7:00:00,10:41:00,221,7,,,2,,,,1,2,1,2,1,1,2,5,4,4,4,5,5,4,4,6,4,3,6,6,6,4,0,,,,,5,6,6,4,4,4,0,,,4,0,,,2,,,,,9,3,4,5,2,,,,7,2,,,,,91,3,2,0,2,4,1,1,0.45455492957746474
590,598,586,273,15,MON,1,A,1,3,1,1,VOLARIS,GUADALAJARA,887,40,23,4,2,9:30 AM,10:41:00,71,3,,,5,,,,2,2,1,2,1,1,1,4,5,4,5,5,4,4,4,6,4,6,6,6,6,4,4,,,,,5,6,6,4,6,4,0,,,5,2,,,2,,,,,5,3,5,5,2,,,,8,3,CULIACAN,,,MEXICO,13,3,2,0,1,2,2,1,0.45455492957746474
591,599,587,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,7:50 AM,10:41:00,171,6,,,2,,,,2,0,0,0,3,1,1,4,3,3,3,4,4,5,5,6,6,6,6,6,6,6,0,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,6,5,5,5,2,,,,9,1,PACIFICA,CA,94044.0,US,2,7,4,1,2,4,1,1,0.45455492957746474
592,600,588,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,8:30 AM,10:41:00,131,6,,,1,,,4,1,2,2,2,2,1,1,1,2,3,2,5,5,5,5,5,5,5,5,5,4,3,3,,,,,5,5,5,5,5,5,0,,,5,0,,,3,,,,,1,5,4,5,2,,,,9,1,SAN LEANDRO,CA,94577.0,US,3,4,1,1,2,1,4,1,0.45455492957746474
593,601,589,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,7:20 AM,10:41:00,201,10,,,13,,,,1,1,2,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,9,5,3,5,2,,,,10,1,SANTA ROSA,CA,,US,7,8,4,2,3,2,1,1,0.45455492957746474
594,602,590,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,8:30 AM,10:41:00,131,2,3.0,,13,,,,1,2,1,1,1,2,1,5,3,3,5,3,5,5,5,5,6,6,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,4,0,,,2,,,,,9,5,3,3,2,,,,7,3,GUADALAJARA,,,MEXICO,13,2,4,1,2,2,2,1,0.45455492957746474
595,603,591,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,9:00:00,10:41:00,101,3,,,13,,,,1,2,1,2,3,1,4,2,2,2,3,3,2,2,0,3,3,3,6,3,6,3,0,,,,,3,6,6,3,2,3,0,,,4,0,,,2,,,,,9,3,3,3,2,,,,8,3,AJIJIC,,,MEXICO,13,6,2,1,2,2,2,1,0.45455492957746474
596,604,592,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,8:00:00,10:41:00,161,2,,,2,,,,2,2,1,2,3,1,4,5,3,3,5,5,5,4,4,6,5,5,6,6,6,4,102,,,,,5,6,6,4,3,4,0,,,4,0,,,2,,,,,5,0,4,5,2,,,,9,3,GUADALAJARA,,,MEXICO,13,2,2,0,3,2,1,2,0.45455492957746474
597,605,593,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,5:15 AM,10:41:00,326,3,,,2,,,,1,0,0,2,0,2,0,0,5,0,5,5,0,0,0,0,5,5,0,0,0,5,1,4.0,,,,0,0,0,5,5,5,0,,,5,0,,,1,5,1,,,8,5,5,5,2,,,,11,2,MODESTO,CA,,US,10,6,2,0,4,1,4,2,0.45455492957746474
598,606,594,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,7:00:00,10:41:00,221,3,,,2,,,,3,2,2,2,1,1,2,5,5,4,5,5,4,4,4,4,4,4,0,0,0,4,0,,,,,4,0,0,0,4,4,0,,,5,1,,,1,5,1,,,6,4,4,4,2,,,,10,3,ZAMORA,,,MEXICO,13,4,1,1,2,4,1,2,0.45455492957746474
599,607,595,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,8:30 AM,10:41:00,131,3,,,2,,,,2,2,2,2,3,1,4,6,6,3,5,5,5,5,5,6,5,5,6,6,6,3,1,,,,,5,5,6,5,5,5,1,,,5,0,,,1,0,0,,,6,0,5,0,2,,,,10,1,SOUTH SAN FRANCISCO,CA,94080.0,US,2,5,4,0,1,2,2,2,0.45455492957746474
600,608,596,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,7:40 AM,10:41:00,181,3,,,2,,,,0,2,2,2,2,2,1,0,0,6,3,4,3,5,4,3,3,4,0,0,0,0,71,,,,,0,0,0,0,4,4,0,,,4,0,,,3,,,,,5,3,4,4,2,,,,10,3,TEPIC,,,MEXICO,13,5,2,0,2,4,4,2,0.45455492957746474
601,609,597,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,7:30 AM,10:41:00,191,2,3.0,,2,,,,2,2,2,2,1,1,2,5,5,5,5,5,5,5,5,6,5,5,5,6,6,5,0,,,,,5,5,5,5,5,5,0,,,4,0,,,1,5,0,,,0,4,4,4,2,,,,10,3,COLIMA,,,MEXICO,13,2,2,0,4,1,4,2,0.45455492957746474
602,610,598,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,6:30 AM,10:41:00,251,2,,,2,,,,1,2,1,1,1,2,1,5,5,5,5,5,4,4,4,4,5,5,4,4,5,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,3,,,,,2,4,2,4,2,,,,10,3,JACONA DE PLANCARTE,,,MEXICO,13,8,4,0,1,2,1,2,0.45455492957746474
603,611,599,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,8:00:00,10:41:00,161,10,,,1,,,3,1,2,1,1,2,1,1,5,3,3,3,3,3,3,3,4,5,5,4,0,0,4,0,,,,,5,0,0,5,0,5,0,,,0,0,,,0,,,,,1,0,0,0,0,,,,10,1,HAYWARD,CA,,US,3,6,4,1,2,2,4,2,0.45455492957746474
604,612,600,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,9:30 AM,10:41:00,71,7,,,10,,,,1,1,2,2,1,2,0,5,0,0,5,0,1,5,5,0,5,5,0,0,0,5,0,,,,,4,0,0,0,5,0,0,,,4,0,,,1,4,0,,,3,0,5,5,0,,,,8,1,,CA,,US,90,3,1,0,2,2,2,1,0.45455492957746474
